299.984, 299.984, 299.984, 299.983, 299.983, 299.981, 299.975, 299.973, 299.973, 299.973, 299.973, 299.973, 299.974, 299.979, 299.998, 299.999, 299.999, 299.999, 299.999, 299.999, 
301.374, 301.374, 301.349, 301.299, 301.224, 301.124, 300.999, 300.875, 300.75, 300.625, 300.501, 300.376, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
301.377, 301.377, 301.352, 301.302, 301.227, 301.127, 301.002, 300.877, 300.752, 300.627, 300.502, 300.377, 300.252, 300.127, 300.002, 300, 300, 300, 300, 300, 
