0, -2.21163e-05, -6.63492e-05, -0.000110583, -0.000154819, -0.000199058, -0.0002433, -0.000287546, -0.000331797, -0.000376054, -0.000420317, -0.000464588, -0.000508866, -0.000553153, -0.00059745, -0.000641757, -0.000686075, -0.000730405, -0.000777303, 0, 
0, 1.64768e-08, 1.58151e-10, 1.61839e-08, 5.53171e-10, 1.57109e-08, 1.11154e-09, 1.50043e-08, 1.93336e-09, 1.40926e-08, 2.99306e-09, 1.29562e-08, 4.12571e-09, 1.1803e-08, 5.35428e-09, 1.05194e-08, 6.61841e-09, 9.212e-09, 8.03047e-09, 8.03109e-09, 
0, 1.97284e-10, -1.14724e-11, 2.12035e-10, 1.73774e-11, 2.20541e-10, -2.76729e-12, 1.83342e-10, 1.35715e-11, 2.33428e-10, -2.31412e-11, 1.3485e-10, 7.54835e-11, 1.14269e-10, 1.1617e-10, 9.22458e-11, 1.02442e-10, 8.94574e-11, 1.32035e-10, 1.33024e-10, 
0, -4.1689e-11, -9.2254e-12, -3.19096e-11, -1.51076e-11, -2.90221e-11, 2.52001e-11, -2.74761e-11, 8.24103e-12, -5.12017e-11, -4.47169e-12, -2.92677e-11, 1.2938e-11, -2.05686e-11, -1.02266e-12, -3.264e-11, -8.60866e-12, -1.36004e-12, -2.16502e-11, -2.13127e-11, 
0, -4.50679e-11, 6.06451e-12, -3.19721e-11, -1.4467e-11, -2.14283e-11, -2.43308e-11, -6.54695e-12, -1.75281e-11, -2.42603e-11, -1.69181e-11, 1.10496e-11, -3.70783e-11, 1.03347e-11, -9.18188e-11, 5.93312e-11, -2.53309e-11, 6.94434e-12, -3.44267e-11, -3.45015e-11, 
0, -3.59808e-11, -2.82011e-11, -3.73763e-11, -1.21134e-11, 1.32019e-11, -5.76773e-11, 9.29145e-12, -6.86671e-12, -1.82181e-11, -1.32884e-11, 1.51053e-11, -2.71748e-11, -2.88162e-11, 5.75231e-11, -9.0949e-11, -5.87439e-11, -3.64438e-12, -4.03139e-12, -3.28782e-12, 
0, 3.906e-11, -6.05295e-12, 7.46478e-12, 1.53556e-11, 1.55669e-11, 3.17886e-11, 8.40254e-12, 2.00653e-11, 2.00288e-11, -5.32216e-12, 1.02806e-11, 3.18126e-11, -1.35454e-12, 3.66084e-12, 9.04018e-12, 3.6241e-11, -2.37784e-11, 1.81729e-11, 1.75951e-11, 
0, -1.53574e-11, 3.15117e-12, -6.60508e-12, -1.37625e-12, 3.25065e-11, -1.55257e-11, -1.4609e-11, 9.92029e-12, -3.91071e-11, 4.04116e-11, 1.1918e-11, -3.17365e-11, -9.42655e-13, -4.66006e-12, -1.56415e-11, 1.8735e-11, 1.72877e-11, -1.58099e-11, -1.58937e-11, 
0, -1.67172e-11, -1.69225e-11, -4.33682e-11, -1.44421e-11, -2.26219e-12, -1.75588e-11, -5.58985e-11, -8.92023e-12, 2.73893e-11, -6.15016e-11, -8.6518e-12, -2.84289e-11, -5.21103e-11, 2.82127e-11, -4.88225e-11, -2.01008e-11, 1.40931e-11, -2.60954e-11, -2.63878e-11, 
0, 4.94122e-11, 7.75222e-12, 2.14875e-11, 4.81224e-11, 1.0681e-11, 3.77042e-11, 4.74937e-11, 2.13688e-11, 2.06947e-11, 2.9414e-11, 3.47239e-11, 2.26584e-11, 2.54456e-11, 7.67229e-11, 4.20174e-12, 1.77376e-12, 9.27496e-11, 7.17156e-12, 7.38489e-12, 
0, 1.22254e-11, 2.3139e-11, 3.45194e-11, 1.67215e-11, 3.35568e-11, 3.23218e-13, 1.44889e-11, 4.59785e-11, -2.01672e-11, 5.63596e-12, -2.25771e-11, 3.92928e-11, 1.15469e-11, 3.32269e-11, 4.033e-11, -1.23044e-11, 3.14087e-11, -2.26198e-13, -2.46631e-13, 
0, 9.22215e-12, 1.16251e-11, 2.04562e-11, 1.54831e-11, -3.05229e-11, -2.08913e-11, 1.47374e-12, 2.03332e-11, -7.93987e-12, 2.18429e-12, 8.72729e-12, 1.61518e-11, 1.49773e-11, -9.01774e-13, 3.78961e-12, 3.71689e-11, -1.10492e-11, 1.5162e-11, 1.5368e-11, 
