0 3.86248e-05 0.000142495 0.000284665 0.000437534 0.000579563 0.00069642 0.000779931 0.000826404 0.000835208 0.000807886 0.00074767 0.000659232 0.000548453 0.000422087 0.000287311 0.000151119 1.96727e-05 -0.000102349 -0.000212264 -0.000309669 -0.000396339 -0.000475679 -0.000551692 -0.000627521 -0.000703833 -0.000777443 -0.000840879 -0.000883684 -0.000896291 -0.000876879 -0.000840474 -0.000787068 -0.000702099 -0.000587831 -0.000454484 -0.000313426 -0.000173314 -3.87975e-05 8.90688e-05 0.000211542 0.000330663 0.000447941 0.000563478 0.000675602 0.000780949 0.00087492 0.000952342 0.00100822 0.00103846 0.00104044 0.00101341 0.000958596 0.000879085 0.000779422 0.000665032 0.000541489 0.000413763 0.000285538 0.000158761 3.35509e-05 -9.14399e-05 -0.000218161 -0.000347838 -0.000479475 -0.000608551 -0.000726605 -0.000822551 -0.000886517 -0.000916657 -0.000928162 -0.000921262 -0.000881676 -0.000811836 -0.000721972 -0.000623213 -0.000523697 -0.000427252 -0.000333807 -0.000240752 -0.000144539 -4.21132e-05 6.80668e-05 0.000185497 0.000307548 0.000429751 0.000546307 0.000650726 0.000736444 0.000797381 0.000828346 0.000825337 0.000785836 0.000709281 0.000597956 0.000458498 0.000303919 0.000155487 4.30158e-05 0 
0 8.00353e-05 0.000294073 0.000585523 0.000897214 0.00118488 0.00141941 0.00158456 0.00167351 0.00168591 0.00162595 0.0015013 0.00132246 0.00110206 0.000854064 0.000592592 0.000330612 7.85959e-05 -0.000156605 -0.000372438 -0.000570627 -0.000756301 -0.000936236 -0.00111635 -0.00129889 -0.00147991 -0.00164797 -0.00178508 -0.00187095 -0.00189102 -0.00184833 -0.0017774 -0.0016776 -0.00151506 -0.00128715 -0.00100932 -0.000703423 -0.000389695 -8.25704e-05 0.000210277 0.000486851 0.000748517 0.00099748 0.00123468 0.0014585 0.00166432 0.001845 0.00199188 0.00209622 0.00215065 0.00215043 0.00209427 0.00198465 0.00182745 0.00163117 0.00140557 0.00116026 0.000903221 0.000639768 0.000372089 9.96437e-05 -0.000179537 -0.000466753 -0.000760098 -0.00105223 -0.00132917 -0.0015713 -0.00175755 -0.00187337 -0.00192241 -0.0019403 -0.00192755 -0.00185146 -0.00171029 -0.00151989 -0.00130188 -0.00107546 -0.00085326 -0.000640259 -0.000435117 -0.00023264 -2.65989e-05 0.000187806 0.000412204 0.000644204 0.000877384 0.00110195 0.00130587 0.00147612 0.00159995 0.00166592 0.00166474 0.00159005 0.0014396 0.00121717 0.000935755 0.000621768 0.000318847 8.84708e-05 0 
0 0.000125764 0.000461097 0.000916866 0.00140329 0.00185103 0.00221463 0.00246907 0.00260448 0.00262141 0.00252775 0.00233684 0.00206612 0.00173583 0.00136734 0.000981264 0.000595354 0.000222645 -0.00012983 -0.000461415 -0.000777006 -0.00108501 -0.00139416 -0.00170973 -0.00202981 -0.00234278 -0.00262689 -0.00285325 -0.00299292 -0.0030284 -0.0029691 -0.00286892 -0.0027258 -0.00248617 -0.00214018 -0.00170586 -0.00121391 -0.000696385 -0.000179625 0.000318598 0.000789127 0.00122919 0.00163923 0.00201986 0.00236953 0.00268334 0.0029531 0.00316838 0.00331826 0.00339336 0.00338764 0.00329965 0.00313292 0.00289555 0.00259885 0.00225554 0.00187768 0.00147487 0.00105316 0.000614974 0.000160287 -0.000311088 -0.000796407 -0.00128683 -0.00176538 -0.00220664 -0.00257979 -0.00285558 -0.00301766 -0.00307768 -0.0030926 -0.00306341 -0.00293961 -0.00271375 -0.00240534 -0.00204524 -0.00166415 -0.00128542 -0.000922067 -0.000577135 -0.000246227 7.87664e-05 0.000405921 0.000740119 0.00108099 0.00142212 0.0017514 0.00205229 0.00230564 0.00249166 0.00259173 0.00259006 0.00247529 0.00224264 0.00189718 0.00145895 0.00096936 0.000496964 0.00013797 0 
0 0.000181297 0.000662368 0.00131313 0.00200442 0.00263753 0.00314853 0.00350318 0.00368911 0.00370912 0.00357656 0.00331223 0.00294211 0.00249508 0.00200033 0.0014845 0.000968964 0.000467689 -1.38421e-05 -0.000478261 -0.000934267 -0.00139319 -0.00186441 -0.00235043 -0.00284286 -0.00332025 -0.00374908 -0.00408884 -0.0043018 -0.00436741 -0.00430076 -0.00417357 -0.00398153 -0.0036525 -0.00316947 -0.00255267 -0.00184165 -0.00108111 -0.000311256 0.000437121 0.00114426 0.0018 0.00240052 0.0029447 0.003431 0.00385535 0.00421057 0.00448695 0.00467399 0.00476249 0.0047466 0.00462528 0.00440278 0.00408805 0.00369327 0.00323168 0.00271541 0.00215376 0.00155246 0.000914303 0.000241159 -0.000462897 -0.00118786 -0.00191468 -0.00261396 -0.00324709 -0.0037714 -0.00414974 -0.00436449 -0.00443549 -0.00444051 -0.00438122 -0.00419131 -0.00385851 -0.0034061 -0.00287439 -0.00230619 -0.00173701 -0.00118992 -0.000674556 -0.000189249 0.000274777 0.000728666 0.00118128 0.00163571 0.00208723 0.00252302 0.00292314 0.00326265 0.00351426 0.0036511 0.00364928 0.00349077 0.00316673 0.00268267 0.0020658 0.00137429 0.000705385 0.000196166 0 
0 0.000248579 0.000904793 0.00178766 0.0027205 0.00356997 0.00425106 0.0047195 0.00496112 0.0049825 0.00480437 0.00445706 0.00397687 0.00340256 0.00277156 0.00211626 0.00146071 0.00081847 0.000192087 -0.000425406 -0.00104695 -0.00168647 -0.00235298 -0.00304479 -0.0037454 -0.00442203 -0.00502815 -0.00551071 -0.00582222 -0.00593789 -0.00587669 -0.00572598 -0.00547809 -0.00504369 -0.00439937 -0.00356822 -0.00259932 -0.00155131 -0.000480235 0.000567342 0.00155783 0.00247056 0.00329484 0.0040262 0.00466273 0.00520213 0.00564018 0.00597059 0.00618611 0.00628025 0.0062491 0.00609273 0.00581561 0.00542601 0.00493461 0.00435252 0.00368943 0.00295246 0.00214623 0.00127434 0.00034217 -0.000639358 -0.00164987 -0.00265697 -0.00361634 -0.00447434 -0.00517539 -0.00567392 -0.00595073 -0.00603331 -0.0060195 -0.00591204 -0.00563162 -0.00516299 -0.00453455 -0.00379698 -0.00300614 -0.00221081 -0.0014455 -0.000727902 -6.03933e-05 0.000565582 0.00116403 0.00174826 0.00232579 0.00289495 0.00344336 0.00394852 0.00437988 0.00470216 0.00487897 0.00487675 0.00466893 0.00424111 0.00359832 0.00277533 0.00184924 0.000950662 0.000264894 0 
0 0.000329732 0.00119592 0.00235508 0.0035734 0.0046767 0.00555554 0.00615469 0.00645875 0.00647968 0.00624778 0.00580517 0.00520049 0.00448383 0.00370168 0.00289217 0.00208139 0.00128145 0.000490893 -0.000302523 -0.00111651 -0.00196752 -0.00286372 -0.00379836 -0.00474568 -0.0056604 -0.00648175 -0.00714265 -0.00758425 -0.00777532 -0.00773619 -0.00756711 -0.00725557 -0.0066965 -0.00586132 -0.00477715 -0.00350415 -0.00211679 -0.000689359 0.000712791 0.00203889 0.00325467 0.00433995 0.00528534 0.00608813 0.0067487 0.00726785 0.00764551 0.00788071 0.00797237 0.00792048 0.00772691 0.00739583 0.00693314 0.00634551 0.00563904 0.00481836 0.00388655 0.00284631 0.0017025 0.000465733 -0.000843701 -0.00219187 -0.0035299 -0.00479572 -0.00591839 -0.00682779 -0.00746871 -0.00781938 -0.00791407 -0.00787003 -0.00769166 -0.00729005 -0.00664972 -0.00580635 -0.0048227 -0.00376903 -0.00270855 -0.00168821 -0.000734724 0.000144743 0.000958103 0.00172227 0.00245544 0.00317039 0.00386938 0.00454131 0.00516152 0.00569374 0.00609386 0.00631464 0.00631105 0.00604613 0.00549835 0.0046715 0.00360851 0.00240817 0.00123998 0.000346175 0 
0 0.000418673 0.00151659 0.00298426 0.00452479 0.00591744 0.00702412 0.0077762 0.00815624 0.00818212 0.00789502 0.00735053 0.00661124 0.0057399 0.0047928 0.00381412 0.00283186 0.0018563 0.00088147 -0.000110459 -0.00114217 -0.00223249 -0.00338846 -0.00459785 -0.00582518 -0.00701211 -0.00808287 -0.0089554 -0.00955797 -0.0098509 -0.00985325 -0.00967546 -0.00929833 -0.00860216 -0.00755396 -0.00618579 -0.0045699 -0.002798 -0.000964553 0.000843926 0.00255653 0.00412259 0.00550997 0.0067024 0.00769552 0.00849247 0.00910018 0.00952664 0.00977934 0.00986462 0.00978776 0.00955308 0.00916401 0.00862285 0.00793042 0.00708588 0.00608712 0.00493224 0.00362204 0.00216373 0.000575066 -0.00111174 -0.00284625 -0.00456036 -0.00617204 -0.00759132 -0.00873234 -0.00952951 -0.009958 -0.0100584 -0.00996713 -0.00969119 -0.00913557 -0.00828737 -0.00719169 -0.00592485 -0.00457241 -0.00321255 -0.00190507 -0.000685882 0.000432724 0.00145788 0.00240936 0.00331034 0.00417903 0.0050218 0.00582896 0.00657353 0.00721302 0.00769362 0.00795606 0.00794255 0.00760473 0.00691354 0.00587232 0.00453447 0.0030245 0.00155625 0.00043442 0 
0 0.000343525 0.00122594 0.00238159 0.00356856 0.00461129 0.00540232 0.00589112 0.00606993 0.0059612 0.00560771 0.00506458 0.00439212 0.00364889 0.00288508 0.00213711 0.00142403 0.000746709 8.99678e-05 -0.000572311 -0.00126974 -0.0020266 -0.00285414 -0.00374351 -0.00466264 -0.00555729 -0.00635732 -0.00698817 -0.00738777 -0.00752856 -0.00744488 -0.00726859 -0.00697994 -0.00644393 -0.00561516 -0.00451518 -0.00320674 -0.00177274 -0.000299338 0.00113428 0.00246468 0.0036486 0.00466168 0.00549618 0.00615694 0.00665684 0.00701258 0.00724132 0.0073584 0.00737606 0.00730291 0.00714372 0.00689938 0.0065668 0.00613896 0.00560535 0.00495313 0.00416926 0.00324384 0.0021742 0.000969391 -0.000345902 -0.00172819 -0.00311519 -0.00443115 -0.00559259 -0.00652073 -0.00715793 -0.00748845 -0.00756415 -0.00753831 -0.00741245 -0.00707179 -0.00648728 -0.00569098 -0.00474843 -0.00373653 -0.00272668 -0.00177333 -0.000907879 -0.00013812 0.000548097 0.00117666 0.001778 0.00237858 0.0029935 0.00362154 0.00424327 0.00482221 0.0053087 0.00564566 0.00577557 0.00564833 0.00523021 0.00451503 0.00353833 0.00239411 0.00125041 0.000354772 0 
0 0.000277831 0.000980429 0.00188832 0.00280417 0.00358431 0.00414059 0.004433 0.00445935 0.00424548 0.0038366 0.00328951 0.00266498 0.00202035 0.00140256 0.000842704 0.000352792 -7.44494e-05 -0.000462627 -0.000845885 -0.00126083 -0.00173746 -0.00229143 -0.00291744 -0.00358663 -0.00424837 -0.00483701 -0.00528385 -0.00553425 -0.00556994 -0.00543735 -0.00528591 -0.0050948 -0.00471358 -0.00408507 -0.00322119 -0.0021763 -0.00102596 0.000150151 0.00127798 0.00229923 0.00317534 0.0038871 0.00443274 0.00482403 0.00508169 0.00523067 0.00529626 0.00530102 0.00526274 0.00519331 0.00509808 0.00497566 0.00481804 0.00461105 0.00433549 0.00396906 0.00348933 0.00287768 0.00212392 0.00123092 0.000218372 -0.000874615 -0.00198965 -0.0030552 -0.00399283 -0.00472976 -0.00521545 -0.00544271 -0.0054743 -0.00547974 -0.00545796 -0.00527741 -0.00489632 -0.0043366 -0.00365537 -0.00292257 -0.00220383 -0.00154873 -0.00098415 -0.000513134 -0.000118067 0.000233358 0.000578919 0.000952985 0.00137847 0.00186113 0.00238694 0.00292284 0.00342039 0.00382186 0.00406774 0.00410499 0.0038961 0.00342905 0.00272886 0.00187015 0.000988341 0.000284217 0 
0 0.000358968 0.00127456 0.00246666 0.00367729 0.00471515 0.00546091 0.00585932 0.00590668 0.00563792 0.00511472 0.0044143 0.00361855 0.00280356 0.00203031 0.00133761 0.000738438 0.00022023 -0.000250589 -0.000720635 -0.00123902 -0.00184593 -0.0025629 -0.00338508 -0.00427824 -0.005181 -0.00601279 -0.00668751 -0.00713277 -0.00731486 -0.0072703 -0.00714879 -0.00691998 -0.00641951 -0.00558786 -0.00444454 -0.00305915 -0.00152813 4.49085e-05 0.00156031 0.00293668 0.00411654 0.00506777 0.00578295 0.00627561 0.00657488 0.00671921 0.00675014 0.00670666 0.00662073 0.00651389 0.00639533 0.00626116 0.00609499 0.00586986 0.00555141 0.00510235 0.00448799 0.00368234 0.00267433 0.00147314 0.000111625 -0.00135227 -0.0028371 -0.00424723 -0.00548138 -0.00644747 -0.00708155 -0.00737086 -0.00738258 -0.00730365 -0.00714137 -0.00676691 -0.00614967 -0.00532785 -0.00437659 -0.00338293 -0.00242661 -0.00156674 -0.000834202 -0.000230334 0.000269313 0.000707514 0.0011341 0.0015947 0.00212035 0.00271982 0.0033759 0.00404593 0.00466651 0.00516141 0.00545183 0.0054679 0.00516116 0.00451816 0.00357551 0.0024354 0.00127821 0.000364726 0 
