350, 304.544, 300.502, 300.095, 300.052, 300.046, 300.045, 300.043, 300.042, 300.04, 300.039, 300.038, 300.037, 300.035, 300.034, 300.033, 300.032, 300.031, 300.03, 300.029, 300.028, 300.027, 300.026, 300.025, 300.024, 300.023, 300.022, 300.022, 300.021, 300.02, 300.019, 300.019, 300.018, 300.017, 300.016, 300.016, 300.015, 300.014, 300.014, 300.013, 300.013, 300.012, 300.012, 300.011, 300.01, 300.01, 300.009, 300.009, 300.009, 300.008, 300.008, 300.007, 300.007, 300.006, 300.006, 300.006, 300.005, 300.005, 300.005, 300.004, 300.004, 300.004, 300.003, 300.003, 300.003, 300.003, 300.002, 300.002, 300.002, 300.002, 300.002, 300.001, 300.001, 300.001, 300.001, 300.001, 300.001, 300.001, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 
350, 326.208, 310.999, 303.893, 301.199, 300.325, 300.074, 300.009, 299.994, 299.991, 299.99, 299.99, 299.99, 299.99, 299.99, 299.99, 299.99, 299.99, 299.991, 299.991, 299.991, 299.991, 299.991, 299.991, 299.991, 299.991, 299.991, 299.991, 299.991, 299.992, 299.992, 299.992, 299.992, 299.992, 299.992, 299.992, 299.992, 299.992, 299.993, 299.993, 299.993, 299.993, 299.993, 299.993, 299.993, 299.993, 299.993, 299.993, 299.994, 299.994, 299.994, 299.994, 299.994, 299.994, 299.994, 299.994, 299.995, 299.995, 299.995, 299.995, 299.995, 299.995, 299.995, 299.995, 299.995, 299.996, 299.996, 299.996, 299.996, 299.996, 299.996, 299.996, 299.996, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 300, 300, 300, 300, 
350, 332.543, 318.469, 309.223, 304.107, 301.65, 300.603, 300.202, 300.061, 300.015, 300.002, 299.998, 299.997, 299.996, 299.996, 299.996, 299.996, 299.996, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.997, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.998, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 
350, 335.568, 323.017, 313.544, 307.273, 303.584, 301.63, 300.687, 300.27, 300.099, 300.034, 300.01, 300.002, 300, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 
350, 337.418, 326.071, 316.87, 310.141, 305.673, 302.962, 301.448, 300.665, 300.288, 300.118, 300.045, 300.016, 300.005, 300.001, 300, 300, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 299.999, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 
350, 338.7, 328.289, 319.476, 312.616, 307.692, 304.419, 302.396, 301.229, 300.597, 300.276, 300.121, 300.051, 300.02, 300.008, 300.003, 300.001, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 
350, 339.655, 329.989, 321.57, 314.736, 309.557, 305.886, 303.445, 301.919, 301.018, 300.515, 300.249, 300.115, 300.051, 300.022, 300.009, 300.003, 300.001, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 
350, 340.403, 331.345, 323.295, 316.56, 311.252, 307.306, 304.534, 302.691, 301.528, 300.832, 300.434, 300.218, 300.105, 300.049, 300.022, 300.009, 300.004, 300.001, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 
350, 341.008, 332.459, 324.746, 318.144, 312.783, 308.65, 305.621, 303.509, 302.105, 301.214, 300.674, 300.36, 300.186, 300.092, 300.044, 300.02, 300.009, 300.004, 300.002, 300.001, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 
350, 341.512, 333.395, 325.985, 319.531, 314.167, 309.91, 306.685, 304.347, 302.727, 301.65, 300.963, 300.543, 300.296, 300.156, 300.08, 300.039, 300.019, 300.009, 300.004, 300.002, 300.001, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 300, 
